,tweetid,favorite_count,retweet_count,lang,source,followers_count
903,754874841593970688,0,7953,en,Twitter for iPhone,8784810
904,754856583969079297,6928,2537,en,Twitter for iPhone,8784810
905,754747087846248448,2599,525,en,Twitter for iPhone,8784810
906,754482103782404096,5321,1966,en,Twitter for iPhone,8784810
907,754449512966619136,3772,736,en,Twitter for iPhone,8784810
908,754120377874386944,7921,2365,en,Twitter for iPhone,8784810
909,753655901052166144,5863,2178,en,Twitter for iPhone,8784810
910,753420520834629632,7951,3585,en,Twitter for iPhone,8784810
911,753398408988139520,5781,1914,en,Twitter for iPhone,8784810
912,753375668877008896,7683,2336,en,Twitter for iPhone,8784810
913,753298634498793472,0,5724,en,Twitter for iPhone,8784810
914,753294487569522689,3384,1049,en,Twitter for iPhone,8784810
915,753039830821511168,37256,20974,en,Vine - Make a Scene,8784810
916,753026973505581056,3930,972,en,Twitter for iPhone,8784810
917,752932432744185856,12677,6888,en,Vine - Make a Scene,8784810
918,752917284578922496,6953,1586,en,Twitter for iPhone,8784810
919,752701944171524096,0,2885,en,Twitter for iPhone,8784810
920,752682090207055872,6026,1600,en,Twitter for iPhone,8784810
921,752660715232722944,4387,1564,en,Twitter for iPhone,8784810
922,752568224206688256,5528,2293,en,Vine - Make a Scene,8784810
923,752519690950500352,7401,3450,en,Twitter for iPhone,8784810
924,752334515931054080,3825,1098,en,Twitter for iPhone,8784810
925,752309394570878976,0,16302,en,Twitter for iPhone,8784810
926,752173152931807232,5987,1846,en,Twitter for iPhone,8784810
927,751950017322246144,3068,921,en,Vine - Make a Scene,8784810
928,751937170840121344,5207,1338,en,Twitter for iPhone,8784810
929,751830394383790080,5828,1955,en,Twitter for iPhone,8784810
930,751793661361422336,5846,2909,en,Vine - Make a Scene,8784810
931,751598357617971201,7951,3049,en,Twitter for iPhone,8784810
932,751583847268179968,4409,1106,en,Twitter for iPhone,8784810
933,751538714308972544,5051,1267,en,Twitter for iPhone,8784810
934,751456908746354688,3226,1006,en,Twitter for iPhone,8784810
935,751251247299190784,12562,5904,en,Twitter for iPhone,8784810
936,751205363882532864,6343,1823,en,Twitter for iPhone,8784810
937,751132876104687617,5095,1297,en,Twitter for iPhone,8784810
938,750868782890057730,4798,1370,en,Twitter for iPhone,8784810
939,750719632563142656,13216,5054,en,Twitter for iPhone,8784810
940,750506206503038976,4453,1147,en,Twitter for iPhone,8784810
941,750429297815552001,13207,4297,en,Twitter for iPhone,8784810
942,750383411068534784,4578,1155,en,Twitter for iPhone,8784810
943,750381685133418496,698,27,en,Twitter for iPhone,8784810
944,750147208377409536,3113,962,en,Twitter for iPhone,8784810
945,750132105863102464,3625,1295,en,Twitter for iPhone,8784810
946,750117059602808832,4345,1318,en,Twitter for iPhone,8784810
947,750101899009982464,3048,849,en,Twitter for iPhone,8784810
948,750086836815486976,2171,536,en,TweetDeck,8784810
949,750071704093859840,7849,3347,en,Twitter for iPhone,8784810
950,750056684286914561,3167,899,en,TweetDeck,8784810
951,750041628174217216,3190,621,en,TweetDeck,8784810
952,750026558547456000,2727,792,en,TweetDeck,8784810
953,750011400160841729,3251,907,en,TweetDeck,8784810
954,749996283729883136,3077,820,en,TweetDeck,8784810
955,749981277374128128,5130,2475,en,TweetDeck,8784810
956,749774190421639168,4665,1315,en,Twitter for iPhone,8784810
957,749417653287129088,6124,1643,en,Twitter for iPhone,8784810
958,749403093750648834,2624,537,eu,Twitter for iPhone,8784810
959,749395845976588288,8579,3438,en,Twitter for iPhone,8784810
960,749317047558017024,5518,2240,en,Twitter for iPhone,8784810
961,749075273010798592,5764,2075,en,Vine - Make a Scene,8784811
962,749064354620928000,4816,1526,en,Twitter for iPhone,8784811
963,749036806121881602,3099,795,en,Twitter for iPhone,8784811
964,748977405889503236,10780,3403,en,Twitter for iPhone,8784811
965,748932637671223296,5822,2258,en,Twitter for iPhone,8784811
966,748705597323898880,2788,949,en,Twitter Web Client,8784811
967,748699167502000129,4758,1592,en,Twitter for iPhone,8784811
968,748692773788876800,4257,1334,en,Twitter for iPhone,8784811
969,748575535303884801,6085,1973,en,Twitter for iPhone,8784811
970,748568946752774144,2199,668,en,Twitter for iPhone,8784811
971,748346686624440324,5223,1227,en,Twitter for iPhone,8784811
972,748337862848962560,7655,4110,en,Vine - Make a Scene,8784811
973,748324050481647620,3683,759,en,Twitter for iPhone,8784811
974,748307329658011649,3675,711,en,Twitter for iPhone,8784811
975,748220828303695873,14162,7805,en,Vine - Make a Scene,8784811
976,747963614829678593,5779,2146,en,Twitter for iPhone,8784811
977,747933425676525569,6600,2544,en,Twitter for iPhone,8784811
978,747885874273214464,2946,977,en,Twitter for iPhone,8784811
979,747844099428986880,2822,750,en,Twitter for iPhone,8784811
980,747816857231626240,4854,1162,en,Twitter for iPhone,8784811
981,747651430853525504,1390,155,en,Twitter for iPhone,8784811
982,747648653817413632,12907,5855,en,Vine - Make a Scene,8784811
983,747600769478692864,2326,556,en,Twitter for iPhone,8784811
984,747594051852075008,3679,1057,en,Twitter for iPhone,8784811
985,747512671126323200,5551,1610,en,Twitter for iPhone,8784811
986,747461612269887489,3867,1042,en,Twitter for iPhone,8784811
987,747439450712596480,5420,1915,en,Vine - Make a Scene,8784811
988,747242308580548608,0,2901,en,Twitter for iPhone,8784811
989,747219827526344708,5271,1570,en,Twitter for iPhone,8784811
990,747204161125646336,3379,923,en,Twitter for iPhone,8784811
991,747103485104099331,9576,3960,en,Twitter for iPhone,8784811
992,746906459439529985,2896,297,en,Twitter for iPhone,8784811
993,746872823977771008,5984,2132,en,Twitter for iPhone,8784811
994,746818907684614144,5318,1741,en,Twitter for iPhone,8784811
995,746790600704425984,4876,1602,en,Twitter for iPhone,8784811
996,746757706116112384,9577,3909,en,Vine - Make a Scene,8784811
997,746726898085036033,6050,1797,en,Twitter for iPhone,8784811
998,746542875601690625,5036,1876,en,Vine - Make a Scene,8784811
999,746521445350707200,0,983,en,Twitter for iPhone,8784811
1000,746507379341139972,4654,1082,en,Twitter for iPhone,8784811
1001,746369468511756288,6174,1627,en,Twitter for iPhone,8784811
1002,746131877086527488,6904,2203,en,Twitter for iPhone,8784811
1003,746056683365994496,3546,809,en,Twitter for iPhone,8784811
1004,745789745784041472,4017,1064,en,Twitter for iPhone,8784811
1005,745712589599014916,6997,2327,en,Twitter for iPhone,8784811
1006,745433870967832576,7072,2535,en,Twitter for iPhone,8784811
1007,745422732645535745,8568,2436,en,Twitter for iPhone,8784811
1008,745314880350101504,7174,2748,en,Twitter for iPhone,8784811
1009,745074613265149952,7831,3497,en,Vine - Make a Scene,8784811
1010,745057283344719872,7246,2260,en,Twitter for iPhone,8784811
1011,744995568523612160,2962,618,en,Twitter for iPhone,8784811
1012,744971049620602880,7873,2681,en,Twitter for iPhone,8784811
1013,744709971296780288,5606,1560,en,Twitter for iPhone,8784811
1014,744334592493166593,6770,2114,en,Twitter for iPhone,8784240
1015,744234799360020481,156235,77804,en,Twitter for iPhone,8784811
1016,744223424764059648,1663,366,en,Twitter for iPhone,8784811
1017,743980027717509120,4168,1092,en,Twitter for iPhone,8784811
1018,743895849529389061,3640,960,en,Twitter for iPhone,8784811
1019,743835915802583040,0,2072,en,Twitter for iPhone,8784811
1020,743609206067040256,4473,1382,en,Twitter for iPhone,8784811
1021,743595368194129920,18350,6524,en,Twitter for iPhone,8784811
1022,743545585370791937,3524,940,en,Twitter for iPhone,8784811
1023,743510151680958465,7912,3719,en,Twitter Web Client,8784811
1024,743253157753532416,4224,1222,en,Twitter for iPhone,8784811
1025,743222593470234624,6206,1902,en,Twitter for iPhone,8784811
1026,743210557239623680,3833,1361,en,Twitter for iPhone,8784811
1027,742534281772302336,7049,3568,en,Vine - Make a Scene,8784811
1028,742528092657332225,4406,1976,en,Twitter for iPhone,8784811
1029,742465774154047488,7249,3894,en,Twitter for iPhone,8784811
1030,742423170473463808,9800,3763,en,Twitter for iPhone,8784811
1031,742385895052087300,6795,1966,en,Twitter for iPhone,8784811
1032,742161199639494656,4334,1369,en,Twitter for iPhone,8784811
1033,742150209887731712,5121,1541,en,Twitter for iPhone,8784811
1034,741793263812808706,4534,1507,en,Twitter for iPhone,8784811
1035,741743634094141440,8157,2745,en,Twitter for iPhone,8784811
1036,741438259667034112,3674,830,en,Twitter for iPhone,8784811
1037,741303864243200000,8762,3195,en,Twitter for iPhone,8784811
1038,741099773336379392,9973,5497,en,Vine - Make a Scene,8784811
1039,741067306818797568,9485,3093,en,Twitter for iPhone,8784811
1040,740995100998766593,6353,2734,en,Twitter for iPhone,8784811
1041,740711788199743490,3391,933,en,Twitter for iPhone,8784811
1042,740699697422163968,2842,781,en,Twitter for iPhone,8784811
1043,740676976021798912,18108,6798,en,Twitter for iPhone,8784811
1044,740373189193256964,34874,13280,en,Twitter for iPhone,8784811
1045,740365076218183684,2449,431,en,Twitter for iPhone,8784811
1046,740359016048689152,3292,864,en,Twitter for iPhone,8784811
1047,740214038584557568,6671,1958,en,Twitter for iPhone,8784240
1048,739979191639244800,19900,5903,en,Twitter for iPhone,8784811
1049,739932936087216128,4044,1070,en,Twitter for iPhone,8784811
1050,739844404073074688,3792,852,en,Twitter for iPhone,8784811
1051,739623569819336705,3754,1347,en,Vine - Make a Scene,8784811
1052,739606147276148736,5366,1648,en,Twitter for iPhone,8784811
1053,739544079319588864,39395,21174,en,Twitter for iPhone,8784811
1054,739485634323156992,7135,2918,en,Twitter for iPhone,8784811
1055,739238157791694849,115353,57684,en,Twitter for iPhone,8784811
1056,738891149612572673,111,6,und,Twitter for iPhone,8784811
1057,738885046782832640,3762,1137,en,Twitter for iPhone,8784811
1058,738883359779196928,3290,789,en,Twitter for iPhone,8784811
1059,738537504001953792,5060,1538,en,Twitter for iPhone,8784811
1060,738402415918125056,3233,833,en,Twitter for iPhone,8784811
1061,738184450748633089,4301,1203,en,Twitter for iPhone,8784811
1062,738166403467907072,8741,3342,en,Twitter for iPhone,8784811
1063,738156290900254721,2502,638,en,Twitter for iPhone,8784811
1064,737826014890496000,5253,1760,en,Twitter for iPhone,8784811
1065,737800304142471168,9949,3445,en,Twitter for iPhone,8784811
1066,737678689543020544,5016,1314,en,Twitter for iPhone,8784811
1067,737445876994609152,10209,4438,en,Twitter for iPhone,8784811
1068,737322739594330112,3579,810,en,Twitter for iPhone,8784811
1069,737310737551491075,14591,7383,en,Twitter for iPhone,8784811
1070,736736130620620800,4239,1720,en,Twitter for iPhone,8784240
1071,736392552031657984,17600,7338,en,Vine - Make a Scene,8784811
1072,736365877722001409,3956,1237,en,Twitter for iPhone,8784811
1073,736225175608430592,8088,2767,en,Twitter for iPhone,8784811
1074,736010884653420544,7864,2981,en,Twitter for iPhone,8784811
1075,735991953473572864,3575,1146,en,Twitter for iPhone,8784811
1076,735648611367784448,4013,1095,en,Twitter for iPhone,8784811
1077,735635087207878657,6124,2332,en,Twitter for iPhone,8784811
1078,735274964362878976,12946,5011,en,Twitter for iPhone,8784811
1079,735256018284875776,3311,878,en,Twitter for iPhone,8784811
1080,735137028879360001,3121,965,en,Twitter for iPhone,8784811
1081,734912297295085568,2735,524,en,Twitter for iPhone,8784811
1082,734787690684657664,12464,6248,en,Twitter for iPhone,8784811
1083,734776360183431168,2489,541,en,Twitter for iPhone,8784811
1084,734559631394082816,1476,393,en,Vine - Make a Scene,8784811
1085,733828123016450049,3559,778,en,Twitter for iPhone,8784811
1086,733822306246479872,3658,1018,en,Twitter for iPhone,8784811
1087,733482008106668032,3121,948,en,Twitter for iPhone,8784811
1088,733460102733135873,4176,1274,en,Twitter for iPhone,8784811
1089,733109485275860992,49940,16764,en,Twitter for iPhone,8784811
1090,732732193018155009,2424,532,en,Twitter for iPhone,8784811
1091,732726085725589504,3527,883,en,Twitter for iPhone,8784240
1092,732585889486888962,3641,774,en,Twitter for iPhone,8784811
1093,732375214819057664,8038,2499,en,Twitter for iPhone,8784811
1094,732005617171337216,14810,5378,en,Twitter for iPhone,8784811
1095,731285275100512256,3470,985,en,Twitter for iPhone,8784811
1096,731156023742988288,3820,1257,en,Twitter for iPhone,8784811
1097,730924654643314689,6106,1959,en,Twitter for iPhone,8784811
1098,730573383004487680,4873,2119,en,Twitter for iPhone,8784811
1099,730427201120833536,3468,1044,en,Twitter for iPhone,8784811
1100,730211855403241472,3794,1053,en,Twitter for iPhone,8784811
1101,730196704625098752,4816,1890,en,Twitter for iPhone,8784811
1102,729854734790754305,4005,1118,en,Twitter for iPhone,8784811
1103,729838605770891264,1716,380,en,Twitter for iPhone,8784811
1104,729823566028484608,3953,1239,en,Twitter for iPhone,8784811
1105,729463711119904772,5761,2300,en,Twitter for iPhone,8784811
1106,729113531270991872,1865,322,en,Twitter for iPhone,8784811
1107,728986383096946689,3123,818,en,Twitter for iPhone,8784811
1108,728760639972315136,4650,1692,en,Twitter for iPhone,8784811
1109,728751179681943552,2747,675,en,Twitter for iPhone,8784811
1110,728653952833728512,3285,1026,en,Twitter for iPhone,8784811
1111,728409960103686147,4883,1989,en,Twitter for iPhone,8784811
1112,728387165835677696,3666,956,en,Twitter for iPhone,8784811
1113,728046963732717569,4273,1192,en,Twitter for iPhone,8784811
1114,728035342121635841,4534,1653,en,Twitter for iPhone,8784811
1115,728015554473250816,4081,1099,en,Twitter for iPhone,8784811
1116,727685679342333952,2940,636,en,Twitter for iPhone,8784811
1117,727644517743104000,5845,1737,en,Twitter for iPhone,8784811
1118,727524757080539137,4446,1211,en,Twitter for iPhone,8784811
1119,727314416056803329,3314,737,en,Twitter for iPhone,8784811
1120,727286334147182592,3025,807,en,Twitter for iPhone,8784811
1121,727175381690781696,3878,1372,en,Twitter for iPhone,8784811
1122,727155742655025152,3596,1323,en,Vine - Make a Scene,8784811
1123,726935089318363137,6835,2440,en,Twitter for iPhone,8784811
1124,726887082820554753,3813,1513,en,Twitter for iPhone,8784811
1125,726828223124897792,3543,994,en,Twitter for iPhone,8784811
1126,726224900189511680,4395,1138,en,Twitter for iPhone,8784811
1127,725842289046749185,7035,2656,en,Twitter for iPhone,8784811
1128,725786712245440512,4138,1359,en,Twitter for iPhone,8784811
1129,725729321944506368,5176,1772,en,Twitter for iPhone,8784811
1130,725458796924002305,1399,611,en,Twitter for iPhone,8784811
1131,724983749226668032,3702,1304,en,Twitter for iPhone,8784811
1132,724771698126512129,2330,634,en,Twitter for iPhone,8784811
1133,724405726123311104,5239,1635,en,Twitter for iPhone,8784811
1134,724049859469295616,4288,1762,en,Twitter for iPhone,8784811
1135,724046343203856385,2639,552,en,Twitter for iPhone,8784811
1136,724004602748780546,4153,1541,en,Twitter for iPhone,8784811
1137,723912936180330496,3860,1227,en,Twitter for iPhone,8784811
1138,723688335806480385,7617,2917,en,Twitter for iPhone,8784811
1139,723673163800948736,2989,881,en,Twitter for iPhone,8784811
1140,723179728551723008,5264,1853,en,Twitter for iPhone,8784811
1141,722974582966214656,4066,1546,en,Twitter for iPhone,8784811
1142,722613351520608256,4928,1626,en,Twitter for iPhone,8784811
1143,721503162398597120,4587,1835,en,Twitter for iPhone,8784811
1144,721001180231503872,2506,606,en,Twitter for iPhone,8784811
1145,720785406564900865,3088,760,en,Twitter for iPhone,8784811
1146,720775346191278080,2443,658,en,Twitter for iPhone,8784811
1147,720415127506415616,4097,1488,en,Twitter for iPhone,8784811
1148,720389942216527872,6326,2486,en,Twitter for iPhone,8784811
1149,720340705894408192,2848,969,en,Twitter for iPhone,8784811
1150,720059472081784833,3840,1110,en,Twitter for iPhone,8784811
1151,720043174954147842,4869,1989,en,Twitter for iPhone,8784811
1152,719991154352222208,4799,1729,en,Twitter for iPhone,8784811
1153,719704490224398336,4507,1416,en,Twitter for iPhone,8784811
1154,719551379208073216,5014,1892,en,Twitter for iPhone,8784811
1155,719367763014393856,2780,737,en,Twitter for iPhone,8784811
1156,719339463458033665,4393,1221,en,Twitter for iPhone,8784811
1157,719332531645071360,3404,943,en,Twitter for iPhone,8784811
1158,718971898235854848,3459,1069,en,Twitter for iPhone,8784811
1159,718939241951195136,5211,1747,en,Twitter for iPhone,8784811
1160,718631497683582976,18720,7972,en,Twitter for iPhone,8784811
1161,718613305783398402,2415,477,en,Twitter for iPhone,8784811
1162,718540630683709445,2435,1007,en,Twitter for iPhone,8784811
1163,718460005985447936,2675,521,en,Twitter for iPhone,8784811
1164,718454725339934721,4828,1496,en,Twitter for iPhone,8784811
1165,718246886998687744,1901,499,en,Twitter for iPhone,8784811
1166,718234618122661888,3840,988,en,Twitter for iPhone,8784811
1167,717841801130979328,2446,600,en,Twitter for iPhone,8784811
1168,717790033953034240,2858,1104,en,Twitter for iPhone,8784811
1169,717537687239008257,5745,1842,en,Twitter for iPhone,8784811
1170,717428917016076293,1603,446,en,Vine - Make a Scene,8784811
1171,717421804990701568,3136,840,en,Twitter for iPhone,8784811
1172,717047459982213120,6252,1918,en,Twitter for iPhone,8784811
1173,717009362452090881,3230,956,en,Twitter for iPhone,8784811
1174,716802964044845056,4251,1161,en,Twitter for iPhone,8784811
1175,716791146589110272,8088,1565,en,Twitter for iPhone,8784811
1176,716730379797970944,1222,424,en,Twitter for iPhone,8784811
1177,716447146686459905,12972,5812,en,Vine - Make a Scene,8784811
1178,716439118184652801,2360,207,en,Twitter for iPhone,8784811
1179,716285507865542656,2745,1049,en,Twitter for iPhone,8784811
1180,716080869887381504,6696,1887,en,Twitter for iPhone,8784811
1181,715928423106027520,3172,874,en,Twitter for iPhone,8784811
1182,715758151270801409,3691,1424,en,Vine - Make a Scene,8784811
1183,715733265223708672,4621,1674,en,Twitter for iPhone,8784811
1184,715704790270025728,2773,562,en,Vine - Make a Scene,8784811
1185,715696743237730304,3882,1280,en,Twitter for iPhone,8784811
1186,715680795826982913,4273,1603,en,Twitter for iPhone,8784811
1187,715360349751484417,5437,1552,en,Twitter for iPhone,8784811
1188,715342466308784130,3018,687,en,Twitter for iPhone,8784811
1189,715220193576927233,2408,643,en,Twitter for iPhone,8784811
1190,715200624753819648,5099,1871,en,Twitter for iPhone,8784811
1191,715009755312439296,4129,1219,en,Twitter for iPhone,8784811
1192,714982300363173890,3705,1024,en,Twitter for iPhone,8784811
1193,714962719905021952,7300,4232,en,Vine - Make a Scene,8784811
1194,714957620017307648,4099,1400,en,Twitter for iPhone,8784811
1195,714631576617938945,3257,990,en,Twitter for iPhone,8784811
1196,714606013974974464,3605,922,en,Twitter for iPhone,8784811
1197,714485234495041536,2665,1119,en,Vine - Make a Scene,8784811
1198,714258258790387713,3011,714,en,Twitter for iPhone,8784811
1199,714251586676113411,3257,830,en,Twitter for iPhone,8784811
1200,714214115368108032,2259,865,en,Twitter for iPhone,8784811
1201,714141408463036416,4282,1384,en,Twitter for iPhone,8784811
1202,713919462244790272,3273,782,en,Twitter for iPhone,8784811
1203,713909862279876608,1884,533,en,Vine - Make a Scene,8784811
1204,713900603437621249,2811,738,en,Twitter for iPhone,8784811
1205,713761197720473600,4832,1367,en,Twitter for iPhone,8784811
1206,713411074226274305,4410,1289,en,Twitter for iPhone,8784811
1207,713177543487135744,7179,2814,en,Twitter for iPhone,8784811
1208,713175907180089344,4431,1464,en,Twitter for iPhone,8784811
1209,712809025985978368,18419,6659,en,Twitter for iPhone,8784811
1210,712717840512598017,12260,4941,en,Twitter for iPhone,8784811
1211,712668654853337088,4155,1205,en,Twitter for iPhone,8784811
1212,712438159032893441,5295,1551,en,Twitter for iPhone,8784811
1213,712309440758808576,242,25,en,Twitter for iPhone,8784240
1214,712097430750289920,3763,1021,en,Twitter for iPhone,8784811
1215,712092745624633345,2920,883,en,Twitter for iPhone,8784811
1216,712085617388212225,3249,482,en,Twitter for iPhone,8784811
1217,712065007010385924,2252,615,en,Twitter for iPhone,8784811
1218,711998809858043904,0,125,en,Twitter for iPhone,8784811
1219,711968124745228288,8020,2285,en,Twitter for iPhone,8784811
1220,711743778164514816,2820,976,en,Twitter for iPhone,8784811
1221,711732680602345472,8787,4087,en,Twitter for iPhone,8784811
1222,711694788429553666,32662,18201,en,Twitter for iPhone,8784811
1223,711652651650457602,3821,907,en,Twitter for iPhone,8784811
1224,711363825979756544,3627,1131,en,Twitter for iPhone,8784811
1225,711306686208872448,3283,732,en,Twitter for iPhone,8784811
1226,711008018775851008,2981,609,en,Twitter for iPhone,8784811
1227,710997087345876993,4532,1375,en,Twitter for iPhone,8784811
1228,710844581445812225,2527,684,en,Twitter for iPhone,8784811
1229,710833117892898816,2665,530,en,Twitter for iPhone,8784811
1230,710658690886586372,2299,554,en,Twitter for iPhone,8784811
1231,710609963652087808,4759,2367,en,Vine - Make a Scene,8784811
1232,710588934686908417,4504,1852,en,Twitter for iPhone,8784811
1233,710296729921429505,2356,731,en,Vine - Make a Scene,8784811
1234,710283270106132480,2135,517,en,Twitter for iPhone,8784811
1235,710272297844797440,4507,1240,en,Twitter for iPhone,8784811
1236,710269109699739648,2381,1115,en,Twitter for iPhone,8784811
1237,710153181850935296,2890,880,en,Twitter for iPhone,8784811
1238,710140971284037632,2740,874,en,Twitter for iPhone,8784811
1239,710117014656950272,5453,1978,en,Twitter for iPhone,8784811
1240,709918798883774466,3457,1078,en,Twitter for iPhone,8784811
1241,709901256215666688,663,99,en,Twitter for iPhone,8784811
1242,709852847387627521,3501,1192,en,Twitter for iPhone,8784811
1243,709566166965075968,3530,1201,en,Twitter for iPhone,8784811
1244,709556954897764353,3278,1065,en,Twitter for iPhone,8784811
1245,709519240576036864,1484,236,en,Twitter for iPhone,8784811
1246,709449600415961088,2208,564,en,Twitter for iPhone,8784811
1247,709409458133323776,2604,677,en,Twitter for iPhone,8784811
1248,709225125749587968,2393,569,en,Twitter for iPhone,8784811
1249,709207347839836162,12458,5762,en,Twitter for iPhone,8784811
1250,709198395643068416,2414,640,en,Twitter for iPhone,8784811
1251,709179584944730112,1988,664,en,Vine - Make a Scene,8784811
1252,709158332880297985,2019,411,en,Twitter for iPhone,8784811
1253,709042156699303936,4714,1617,en,Twitter for iPhone,8784811
1254,708853462201716736,1786,654,en,Vine - Make a Scene,8784811
1255,708845821941387268,2966,895,en,Twitter for iPhone,8784811
1256,708834316713893888,1673,495,en,Twitter for iPhone,8784811
1257,708810915978854401,16375,6880,en,Twitter for iPhone,8784811
1258,708738143638450176,2726,802,en,Twitter for iPhone,8784811
1259,708711088997666817,2525,715,en,Twitter for iPhone,8784240
1260,708479650088034305,2531,677,en,Twitter for iPhone,8784811
1261,708469915515297792,3078,806,en,Twitter for iPhone,8784811
1262,708400866336894977,15896,10009,en,Vine - Make a Scene,8784811
1263,708356463048204288,3563,1312,en,Twitter for iPhone,8784811
1264,708349470027751425,2334,734,en,Twitter for iPhone,8784811
1265,708149363256774660,4252,1543,en,Twitter for iPhone,8784811
1266,708130923141795840,3362,848,en,Twitter for iPhone,8784811
1267,708119489313951744,2671,975,en,Twitter for iPhone,8784811
1268,708109389455101952,1933,546,en,Twitter for iPhone,8784811
1269,708026248782585858,4360,1919,en,Twitter for iPhone,8784811
1270,707995814724026368,3105,1117,en,Twitter for iPhone,8784811
1271,707983188426153984,49,2,en,Twitter for iPhone,8784811
1272,707969809498152960,2684,958,en,Twitter for iPhone,8784811
1273,707776935007539200,3264,951,en,Twitter for iPhone,8784811
1274,707741517457260545,2472,611,en,Twitter for iPhone,8784811
1275,707738799544082433,4054,2443,en,Vine - Make a Scene,8784811
1276,707693576495472641,3383,986,en,Twitter for iPhone,8784811
1277,707629649552134146,2558,872,en,Vine - Make a Scene,8784811
1278,707610948723478529,16879,6320,en,Twitter for iPhone,8784811
1279,707420581654872064,2261,695,en,Twitter for iPhone,8784811
1280,707411934438625280,2291,596,en,Twitter for iPhone,8784811
1281,707387676719185920,3482,1281,en,Twitter for iPhone,8784811
1282,707377100785885184,3262,1088,en,Twitter for iPhone,8784811
1283,707315916783140866,2458,634,en,Twitter for iPhone,8784811
1284,707297311098011648,2757,780,en,Twitter for iPhone,8784811
1285,707059547140169728,2582,667,en,Twitter for iPhone,8784811
1286,707038192327901184,2169,785,en,Twitter for iPhone,8784811
1287,707021089608753152,4050,1348,en,Twitter for iPhone,8784811
1288,707014260413456384,2301,596,en,Twitter for iPhone,8784811
1289,706904523814649856,14491,7814,en,Vine - Make a Scene,8784811
1290,706901761596989440,2044,590,en,Twitter for iPhone,8784811
1291,706681918348251136,3282,966,en,Twitter for iPhone,8784811
1292,706644897839910912,2551,1083,en,Twitter for iPhone,8784811
1293,706593038911545345,2142,629,en,Twitter for iPhone,8784811
1294,706538006853918722,3458,1419,en,Twitter for iPhone,8784811
1295,706516534877929472,3087,1027,en,Twitter for iPhone,8784811
1296,706346369204748288,3432,921,en,Twitter for iPhone,8784811
1297,706310011488698368,21209,7878,en,Twitter for iPhone,8784811
1298,706291001778950144,1684,474,en,Twitter for iPhone,8784811
1299,706265994973601792,2716,929,en,Twitter for iPhone,8784811
1300,706169069255446529,3886,2198,en,Twitter for iPhone,8784811
1301,706166467411222528,5144,1588,en,Twitter for iPhone,8784811
1302,706153300320784384,1476,383,en,Vine - Make a Scene,8784811
1303,705975130514706432,3086,728,en,Twitter for iPhone,8784811
1304,705970349788291072,3149,888,en,Twitter for iPhone,8784811
1305,705898680587526145,2349,547,en,Twitter for iPhone,8784811
1306,705786532653883392,1925,515,en,Twitter for iPhone,8784811
1307,705591895322394625,3144,1148,en,Twitter for iPhone,8784811
1308,705475953783398401,2940,907,en,Twitter for iPhone,8784811
1309,705442520700944385,4407,1619,en,Twitter for iPhone,8784811
1310,705428427625635840,3798,1676,en,Twitter for iPhone,8784811
1311,705239209544720384,2994,745,en,Twitter for iPhone,8784811
1312,705223444686888960,2575,796,en,Twitter for iPhone,8784811
1313,705102439679201280,2130,516,en,Twitter for iPhone,8784811
1314,705066031337840642,2172,615,en,Twitter for iPhone,8784811
1315,704871453724954624,4251,1110,en,Twitter for iPhone,8784811
1316,704859558691414016,2244,538,en,Twitter for iPhone,8784811
1317,704847917308362754,5045,1519,en,Twitter for iPhone,8784811
1318,704819833553219584,2622,984,en,Twitter for iPhone,8784811
1319,704761120771465216,6601,2901,en,Twitter for iPhone,8784811
1320,704499785726889984,2904,1008,en,Twitter for iPhone,8784811
1321,704491224099647488,751,78,es,Twitter for iPhone,8784811
1322,704480331685040129,3371,1061,en,Twitter for iPhone,8784811
1323,704364645503647744,7960,3531,en,Twitter for iPhone,8784811
1324,704347321748819968,1571,349,en,Twitter for iPhone,8784811
1325,704134088924532736,1496,456,en,Vine - Make a Scene,8784811
1326,704113298707505153,1842,569,en,Twitter for iPhone,8784811
1327,704054845121142784,2910,910,en,Twitter for iPhone,8784811
1328,703774238772166656,1835,458,en,Twitter for iPhone,8784811
1329,703769065844768768,3265,1135,en,Twitter for iPhone,8784811
1330,703631701117943808,2567,677,en,Twitter for iPhone,8784811
1331,703611486317502464,3832,1524,en,Twitter for iPhone,8784811
1332,703425003149250560,3792,1360,en,Twitter for iPhone,8784811
1333,703407252292673536,2433,691,en,Twitter for iPhone,8784811
1334,703382836347330562,3496,1144,en,Twitter for iPhone,8784811
1335,703356393781329922,1911,383,en,Twitter for iPhone,8784811
1336,703268521220972544,1962,547,en,Twitter for iPhone,8784811
1337,703079050210877440,7356,3067,en,Twitter for iPhone,8784811
1338,703041949650034688,26235,12434,en,Twitter for iPhone,8784811
1339,702932127499816960,2567,726,en,Twitter for iPhone,8784811
1340,702899151802126337,1605,451,en,Vine - Make a Scene,8784811
1341,702684942141153280,3211,1073,en,Twitter for iPhone,8784811
1342,702671118226825216,2186,553,en,Twitter for iPhone,8784811
1343,702598099714314240,12181,3419,en,Twitter for iPhone,8784811
1344,702539513671897089,2867,958,en,Twitter for iPhone,8784811
1345,702332542343577600,3166,1542,en,Vine - Make a Scene,8784811
1346,702321140488925184,3259,1037,en,Twitter for iPhone,8784811
1347,702276748847800320,2454,762,en,Twitter for iPhone,8784811
