,tweetid,favorite_count,retweet_count,lang,source,followers_count
449,817181837579653120,0,8610,en,Twitter for iPhone,8784792
450,817171292965273600,8903,2059,en,Twitter for iPhone,8784792
451,817120970343411712,12395,2646,en,Twitter for iPhone,8784792
452,817056546584727552,8720,1674,en,Twitter for iPhone,8784792
453,816829038950027264,0,4788,en,Twitter for iPhone,8784792
454,816816676327063552,10179,2077,en,Twitter for iPhone,8784792
455,816697700272001025,9954,2236,en,Twitter for iPhone,8784792
456,816450570814898180,30942,8230,en,Twitter for iPhone,8784792
457,816336735214911488,8739,1980,en,Twitter for iPhone,8784792
458,816091915477250048,9067,2182,en,Twitter for iPhone,8784792
459,816062466425819140,0,1041,en,Twitter for iPhone,8784792
460,816014286006976512,0,5378,en,Twitter for iPhone,8784221
461,815990720817401858,5037,1041,en,Twitter for iPhone,8784792
462,815966073409433600,22767,8610,en,Twitter for iPhone,8784792
463,815745968457060357,0,4214,en,Twitter for iPhone,8784792
464,815736392542261248,10011,2310,en,Twitter for iPhone,8784792
465,815639385530101762,8356,1678,en,Twitter for iPhone,8784792
466,815390420867969024,10531,3877,en,Twitter for iPhone,8784792
467,814986499976527872,7772,1300,en,Twitter for iPhone,8784792
468,814638523311648768,11457,2747,en,Twitter for iPhone,8784792
469,814578408554463233,0,5946,en,Twitter for iPhone,8784792
470,814530161257443328,8803,1903,en,Twitter for iPhone,8784792
471,814153002265309185,29260,8848,en,Twitter for iPhone,8784792
472,813944609378369540,0,3245,en,Twitter for iPhone,8784792
473,813910438903693312,9449,1904,en,Twitter for iPhone,8784792
474,813812741911748608,37018,14248,en,Twitter for iPhone,8784792
475,813800681631023104,8455,1801,en,Twitter for iPhone,8784792
476,813217897535406080,18963,7439,en,Twitter for iPhone,8784792
477,813202720496779264,9393,1843,en,Twitter for iPhone,8784792
478,813187593374461952,20231,4454,en,Twitter for iPhone,8784792
479,813172488309972993,9432,1965,en,Twitter for iPhone,8784792
480,813157409116065792,7900,2258,en,Twitter for iPhone,8784792
481,813142292504645637,8616,2432,en,Twitter for iPhone,8784792
482,813130366689148928,4551,456,en,Twitter for iPhone,8784792
483,813127251579564032,12054,3194,en,Twitter for iPhone,8784792
484,813112105746448384,10493,2799,en,Twitter for iPhone,8784792
485,813096984823349248,10751,3692,en,Twitter for iPhone,8784792
486,813081950185472002,10061,2832,en,Twitter for iPhone,8784792
487,813066809284972545,8090,1995,en,Twitter for iPhone,8784792
488,813051746834595840,21364,7513,en,Twitter for iPhone,8784792
489,812781120811126785,7713,1946,en,Twitter for iPhone,8784792
490,812709060537683968,6736,1462,en,Twitter for iPhone,8784792
491,812503143955202048,6192,1245,en,Twitter for iPhone,8784792
492,812466873996607488,8103,1976,en,Twitter for iPhone,8784792
493,812372279581671427,13905,3736,en,Twitter for iPhone,8784792
494,811985624773361665,7391,1432,en,Twitter for iPhone,8784792
495,811744202451197953,7683,1634,en,Twitter for iPhone,8784792
496,811647686436880384,5713,760,en,Twitter for iPhone,8784792
497,811627233043480576,13001,3150,en,Twitter for iPhone,8784792
498,811386762094317568,21320,6513,en,Twitter for iPhone,8784792
499,810984652412424192,5439,1466,en,Twitter for iPhone,8784792
500,810896069567610880,9184,1809,en,Twitter for iPhone,8784792
501,810657578271330305,11178,2707,en,Twitter for iPhone,8784792
502,810284430598270976,35940,11546,en,Twitter for iPhone,8784792
503,810254108431155201,14982,3444,en,Twitter for iPhone,8784792
504,809920764300447744,15814,4029,en,Twitter for iPhone,8784792
505,809808892968534016,0,5004,en,Twitter for iPhone,8784792
506,809448704142938112,7064,1499,en,Twitter for iPhone,8784792
507,809220051211603969,20308,5719,en,Twitter for iPhone,8784792
508,809084759137812480,13492,3607,en,Twitter for iPhone,8784792
509,808838249661788160,10307,3112,en,Twitter for iPhone,8784792
510,808733504066486276,8050,2213,en,Twitter for iPhone,8784792
511,808501579447930884,11516,2664,en,Twitter for iPhone,8784792
512,808344865868283904,43407,21349,en,Vine - Make a Scene,8784792
513,808134635716833280,0,6067,en,Twitter for iPhone,8784792
514,808106460588765185,8964,2250,en,Twitter for iPhone,8784792
515,808001312164028416,12763,3610,en,Twitter for iPhone,8784792
516,807621403335917568,14858,3708,en,Twitter for iPhone,8784792
517,807106840509214720,120681,56708,en,Twitter for iPhone,8784221
518,807059379405148160,0,7510,en,Twitter for iPhone,8784792
519,807010152071229440,13331,3948,en,Twitter for iPhone,8784792
520,806629075125202948,76212,35472,en,Twitter for iPhone,8784792
521,806620845233815552,0,5659,en,Twitter for iPhone,8784792
522,806576416489959424,4991,1990,en,Twitter for iPhone,8784792
523,806542213899489280,10420,2405,en,Twitter for iPhone,8784792
524,806242860592926720,0,11900,en,Twitter for iPhone,8784792
525,806219024703037440,6558,1219,en,Twitter for iPhone,8784792
526,805958939288408065,0,5492,en,Twitter for iPhone,8784792
527,805932879469572096,8443,1960,en,Twitter for iPhone,8784792
528,805826884734976000,6694,1869,en,Twitter for iPhone,8784792
529,805823200554876929,0,8217,en,Twitter for iPhone,8784792
530,805520635690676224,5863,1692,en,Twitter for iPhone,8784792
531,805487436403003392,8957,2575,en,Twitter for iPhone,8784792
532,805207613751304193,7978,1755,en,Twitter for iPhone,8784792
533,804738756058218496,13959,3908,en,Twitter for iPhone,8784792
534,804475857670639616,6262,2064,en,Twitter for iPhone,8784792
535,804413760345620481,0,3307,en,Twitter for iPhone,8784792
536,804026241225523202,45368,16537,en,Twitter for iPhone,8784792
537,803773340896923648,10257,2808,en,Twitter for iPhone,8784792
538,803692223237865472,0,7593,en,Twitter for iPhone,8784792
539,803638050916102144,11168,4231,en,Twitter for iPhone,8784792
540,803380650405482500,7927,1904,en,Twitter for iPhone,8784792
541,803321560782307329,0,5447,en,Twitter for iPhone,8784792
542,803276597545603072,10229,2512,en,Twitter for iPhone,8784792
543,802952499103731712,9200,2056,en,Twitter for iPhone,8784792
544,802624713319034886,0,2978,en,Twitter for iPhone,8784792
545,802600418706604034,7236,1504,en,Vine - Make a Scene,8784792
546,802572683846291456,9104,2570,en,Twitter for iPhone,8784792
547,802323869084381190,16539,5968,en,Twitter for iPhone,8784792
548,802265048156610565,6898,1408,en,Twitter for iPhone,8784793
549,802239329049477120,9256,2683,en,Twitter for iPhone,8784793
550,802185808107208704,0,279,en,Twitter for iPhone,8784793
551,801958328846974976,7898,1751,en,Twitter for iPhone,8784793
552,801854953262350336,1811,243,en,Twitter for iPhone,8784793
553,801538201127157760,8385,2116,en,Twitter for iPhone,8784793
554,801285448605831168,6176,842,en,Twitter for iPhone,8784793
555,801167903437357056,24969,6067,en,Twitter for iPhone,8784793
556,801127390143516673,0,4040,en,Twitter for iPhone,8784793
557,801115127852503040,8235,2153,en,Twitter for iPhone,8784793
558,800859414831898624,694,98,en,Twitter for iPhone,8784793
559,800855607700029440,0,1646,en,Twitter for iPhone,8784793
560,800751577355128832,10762,2864,en,Twitter for iPhone,8784793
561,800513324630806528,13397,3059,en,Twitter for iPhone,8784793
562,800459316964663297,9692,2224,en,Twitter for iPhone,8784793
563,800443802682937345,0,4424,en,Twitter for iPhone,8784793
564,800388270626521089,11374,2874,en,Twitter for iPhone,8784793
565,800188575492947969,0,4032,en,Twitter for iPhone,8784793
566,800141422401830912,15588,2606,en,Twitter for iPhone,8784793
567,800018252395122689,28927,13478,en,Twitter for iPhone,8784793
568,799774291445383169,0,4804,en,Twitter for iPhone,8784793
569,799757965289017345,8566,2219,en,Twitter for iPhone,8784222
570,799422933579902976,8211,1970,en,Twitter for iPhone,8784793
571,799308762079035393,0,5603,en,Twitter for iPhone,8784793
572,799297110730567681,10091,2829,en,Twitter for iPhone,8784793
573,799063482566066176,8214,2519,en,Twitter for iPhone,8784793
574,798933969379225600,13360,4575,en,Twitter for iPhone,8784793
575,798925684722855936,7642,1475,en,Twitter for iPhone,8784793
576,798705661114773508,0,6798,en,Twitter for iPhone,8784793
577,798701998996647937,0,7972,en,Twitter for iPhone,8784222
578,798697898615730177,0,6659,en,Twitter for iPhone,8784793
579,798694562394996736,0,5079,en,Twitter for iPhone,8784793
580,798686750113755136,0,2388,en,Twitter for iPhone,8784793
581,798682547630837760,0,4824,en,Twitter for iPhone,8784793
582,798673117451325440,0,5672,en,Twitter for iPhone,8784793
583,798665375516884993,0,4002,en,Twitter for iPhone,8784793
584,798644042770751489,0,1896,en,Twitter for iPhone,8784793
585,798628517273620480,0,2021,en,Twitter for iPhone,8784793
586,798585098161549313,0,5854,en,Twitter for iPhone,8784793
587,798576900688019456,0,5987,en,Twitter for iPhone,8784793
588,798340744599797760,0,3427,en,Twitter for iPhone,8784793
589,798209839306514432,10632,2618,en,Twitter for iPhone,8784793
590,797971864723324932,11852,3181,en,Twitter for iPhone,8784793
591,797545162159308800,14833,4988,en,Twitter for iPhone,8784793
592,797236660651966464,20351,6744,en,Twitter for iPhone,8784793
593,797165961484890113,228,26,en,Twitter for iPhone,8784793
594,796904159865868288,0,9133,en,Twitter for iPhone,8784793
595,796865951799083009,7835,1957,en,Twitter for iPhone,8784793
596,796759840936919040,12082,3113,en,Twitter for iPhone,8784793
597,796563435802726400,0,7441,en,Twitter for iPhone,8784793
598,796484825502875648,7726,1802,en,Twitter for iPhone,8784793
599,796387464403357696,11215,4248,en,Twitter for iPhone,8784793
600,796177847564038144,0,14625,en,Twitter for iPhone,8784793
601,796149749086875649,32910,14625,en,Twitter for iPhone,8784793
602,796125600683540480,5064,1853,und,Twitter for iPhone,8784793
603,796116448414461957,9288,2474,en,Twitter for iPhone,8784793
604,796080075804475393,8635,2366,en,Twitter for iPhone,8784793
605,796031486298386433,11028,3798,en,Twitter for iPhone,8784793
606,795464331001561088,50663,24210,en,Twitter for iPhone,8784793
607,795400264262053889,10262,2947,en,Twitter for iPhone,8784793
608,795076730285391872,16521,5558,en,Twitter for iPhone,8784793
609,794983741416415232,0,3453,en,Twitter for iPhone,8784793
610,794926597468000259,10457,2364,en,Twitter for iPhone,8784793
611,794355576146903043,0,10550,en,Twitter for iPhone,8784793
612,794332329137291264,9763,2737,en,Twitter for iPhone,8784793
613,794205286408003585,9402,3394,en,Twitter for iPhone,8784793
614,793962221541933056,17171,5004,en,Twitter for iPhone,8784793
615,793845145112371200,9411,1915,en,Twitter for iPhone,8784793
616,793614319594401792,0,3211,en,Twitter for iPhone,8784793
617,793601777308463104,8138,1668,en,Twitter for iPhone,8784793
618,793500921481273345,10890,2432,en,Twitter for iPhone,8784793
619,793286476301799424,25104,9392,en,Twitter for iPhone,8784793
620,793271401113350145,8868,2449,en,Twitter for iPhone,8784793
621,793256262322548741,20379,8539,en,Twitter for iPhone,8784793
622,793241302385262592,10726,3374,en,Twitter for iPhone,8784793
623,793226087023144960,10036,2938,en,Twitter for iPhone,8784793
624,793210959003287553,9101,2865,en,Twitter for iPhone,8784793
625,793195938047070209,15597,5764,en,Twitter for iPhone,8784794
626,793180763617361921,7081,2050,en,Twitter for iPhone,8784223
627,793165685325201412,9597,2853,en,Twitter for iPhone,8784794
628,793150605191548928,6305,1742,en,Twitter for iPhone,8784794
629,793135492858580992,6554,2554,en,Twitter for iPhone,8784794
630,793120401413079041,12929,4011,en,Twitter for iPhone,8784794
631,792913359805018113,14618,4070,en,Twitter for iPhone,8784794
632,792883833364439040,11537,4367,en,Twitter for iPhone,8784794
633,792773781206999040,7489,1715,en,Twitter for iPhone,8784794
634,792394556390137856,13721,4397,en,Twitter for iPhone,8784794
635,792050063153438720,7295,1843,en,Twitter for iPhone,8784794
636,791821351946420224,0,21584,en,Twitter for iPhone,8784794
637,791784077045166082,0,9816,en,Twitter for iPhone,8784794
638,791780927877898241,0,3909,en,Twitter for iPhone,8784794
639,791774931465953280,46020,22717,en,Vine - Make a Scene,8784794
640,791672322847637504,11975,3211,en,Twitter for iPhone,8784794
641,791406955684368384,13389,4214,en,Twitter for iPhone,8784794
642,791312159183634433,8952,2596,en,Twitter for iPhone,8784794
643,791026214425268224,0,4195,en,Twitter for iPhone,8784794
644,790987426131050500,10029,2181,en,Twitter for iPhone,8784794
645,790946055508652032,16970,4789,en,Twitter for iPhone,8784794
646,790723298204217344,0,2363,en,Twitter for iPhone,8784794
647,790698755171364864,8386,1971,en,Twitter for iPhone,8784794
648,790581949425475584,21066,7326,en,Twitter for iPhone,8784794
649,790337589677002753,7989,1921,en,Twitter for iPhone,8784794
650,790277117346975746,12804,3245,en,Twitter for iPhone,8784794
651,790227638568808452,0,3652,en,Twitter for iPhone,8784794
652,789986466051088384,9441,2363,en,Twitter for iPhone,8784794
653,789960241177853952,0,4211,en,Twitter for iPhone,8784794
654,789903600034189313,10557,4223,en,Vine - Make a Scene,8784794
655,789628658055020548,7644,1810,en,Twitter for iPhone,8784794
656,789599242079838210,6893,1970,en,Twitter for iPhone,8784794
657,789530877013393408,11962,3454,en,Twitter for iPhone,8784794
658,789314372632018944,8815,2347,en,Twitter for iPhone,8784794
659,789280767834746880,0,5054,en,Twitter for iPhone,8784794
660,789268448748703744,9278,2661,en,Twitter for iPhone,8784794
661,789137962068021249,9905,2863,en,Twitter for iPhone,8784794
662,788908386943430656,27963,12748,en,Twitter for iPhone,8784223
663,788765914992902144,27873,10550,en,Twitter for iPhone,8784794
664,788552643979468800,0,7338,en,Twitter for iPhone,8784794
665,788412144018661376,15845,5391,en,Twitter for iPhone,8784794
666,788178268662984705,7359,2140,en,Twitter for iPhone,8784794
667,788150585577050112,6234,1312,en,Twitter for iPhone,8784794
668,788070120937619456,0,3501,en,Twitter for iPhone,8784794
669,788039637453406209,6244,1350,en,Twitter for iPhone,8784794
670,787810552592695296,8800,3115,en,Twitter for iPhone,8784794
671,787717603741622272,10446,2844,en,Twitter for iPhone,8784794
672,787397959788929025,11075,2902,en,Twitter for iPhone,8784794
673,787322443945877504,7930,1777,en,Twitter for iPhone,8784794
674,787111942498508800,0,6888,en,Twitter for iPhone,8784794
675,786963064373534720,27114,8139,en,Twitter for iPhone,8784794
676,786729988674449408,0,2469,en,Twitter for iPhone,8784794
677,786709082849828864,18581,6239,en,Twitter for iPhone,8784794
678,786664955043049472,10794,2611,en,Twitter for iPhone,8784794
679,786595970293370880,9597,3177,en,Twitter for iPhone,8784794
680,786363235746385920,11082,3585,en,Twitter for iPhone,8784794
681,786286427768250368,8109,2906,en,Vine - Make a Scene,8784794
682,786233965241827333,15538,4842,en,Twitter for iPhone,8784794
683,786051337297522688,1452,159,en,Twitter for iPhone,8784794
684,786036967502913536,0,7165,en,Twitter for iPhone,8784794
685,785927819176054784,11594,3247,en,Twitter for iPhone,8784794
686,785872687017132033,6809,1856,en,Twitter for iPhone,8784794
687,785639753186217984,7977,2281,en,Twitter for iPhone,8784794
688,785533386513321988,9265,2034,en,Twitter for iPhone,8784794
689,785515384317313025,6214,1284,en,Twitter for iPhone,8784794
690,785264754247995392,7385,1676,en,Twitter for iPhone,8784794
691,785170936622350336,12246,4934,en,Twitter for iPhone,8784794
692,784826020293709826,10291,3307,en,Twitter for iPhone,8784794
693,784517518371221505,9126,2587,en,Twitter for iPhone,8784794
694,784431430411685888,5790,1293,en,Twitter for iPhone,8784794
695,784183165795655680,20436,8217,en,Vine - Make a Scene,8784794
696,784057939640352768,30270,11343,en,Vine - Make a Scene,8784794
697,783839966405230592,30538,10982,en,Twitter for iPhone,8784794
698,783821107061198850,7476,2008,en,Twitter for iPhone,8784794
699,783695101801398276,10642,3279,en,Twitter for iPhone,8784794
700,783466772167098368,8593,2289,en,Twitter for iPhone,8784794
701,783391753726550016,17157,5589,en,Twitter for iPhone,8784794
702,783347506784731136,0,5653,en,Twitter for iPhone,8784794
703,783334639985389568,29645,11900,en,Twitter for iPhone,8784794
704,783085703974514689,8289,2239,en,Twitter for iPhone,8784794
705,782969140009107456,24515,7510,en,Twitter for iPhone,8784794
706,782747134529531904,7602,1438,en,Twitter for iPhone,8784794
707,782722598790725632,17562,5491,en,Twitter for iPhone,8784794
708,782598640137187329,7922,1907,en,Twitter for iPhone,8784794
709,782305867769217024,16910,5675,en,Twitter for iPhone,8784794
710,782021823840026624,0,6320,en,Twitter for iPhone,8784794
711,781955203444699136,11291,3434,en,Twitter for iPhone,8784794
712,781661882474196992,10600,2771,en,Twitter for iPhone,8784794
713,781655249211752448,4055,1145,en,Vine - Make a Scene,8784794
714,781524693396357120,21054,5659,en,Twitter for iPhone,8784794
715,781308096455073793,7247,2591,en,Vine - Make a Scene,8784794
716,781251288990355457,8564,2116,en,Twitter for iPhone,8784794
717,781163403222056960,9959,2785,en,Twitter for iPhone,8784794
718,780931614150983680,21967,7441,en,Twitter for iPhone,8784794
719,780858289093574656,7299,2045,en,Twitter for iPhone,8784794
720,780800785462489090,5574,1324,en,Twitter for iPhone,8784794
721,780601303617732608,12289,3400,en,Twitter for iPhone,8784794
722,780543529827336192,6402,1769,en,Twitter for iPhone,8784794
723,780496263422808064,0,3763,en,Twitter for iPhone,8784794
724,780476555013349377,0,115,en,Twitter for iPhone,8784794
725,780459368902959104,5372,1095,en,Twitter for iPhone,8784794
726,780192070812196864,8831,2282,en,Twitter for iPhone,8784794
727,780092040432480260,0,2336,en,Twitter for iPhone,8784794
728,780074436359819264,12367,5058,en,Vine - Make a Scene,8784794
729,779834332596887552,19186,7165,en,Twitter for iPhone,8784794
730,779377524342161408,8928,3161,en,Twitter for iPhone,8784794
731,779124354206535695,0,18621,en,Twitter for iPhone,8784794
732,779056095788752897,14973,4600,en,Twitter for iPhone,8784794
733,778990705243029504,20254,7328,en,Twitter for iPhone,8784794
734,778774459159379968,0,10059,en,Twitter for iPhone,8784794
735,778764940568104960,880,366,en,Twitter for iPhone,8784794
736,778748913645780993,6980,1335,en,Twitter for iPhone,8784794
737,778650543019483137,5852,1528,en,Twitter for iPhone,8784794
738,778624900596654080,4705,1024,en,Twitter for iPhone,8784794
739,778408200802557953,13802,4401,en,Twitter for iPhone,8784794
740,778396591732486144,0,12434,en,Twitter for iPhone,8784794
741,778383385161035776,5920,1120,en,Twitter for iPhone,8784794
742,778286810187399168,10529,3350,en,Twitter for iPhone,8784794
743,778039087836069888,8617,2687,en,Twitter for iPhone,8784794
744,778027034220126208,6642,1641,en,Twitter for iPhone,8784794
745,777953400541634568,0,3576,en,Twitter for iPhone,8784794
746,777885040357281792,6430,1651,en,Twitter for iPhone,8784794
747,777684233540206592,11383,2978,en,Twitter for iPhone,8784794
748,777641927919427584,0,4297,en,Twitter for iPhone,8784794
749,777621514455814149,8858,2534,en,Twitter for iPhone,8784794
750,777189768882946048,14456,4365,en,Twitter for iPhone,8784794
751,776819012571455488,0,13897,en,Twitter for iPhone,8784794
752,776813020089548800,4935,1231,en,Twitter for iPhone,8784794
753,776477788987613185,8935,2824,en,Twitter for iPhone,8784794
754,776249906839351296,0,9272,en,Twitter for iPhone,8784794
755,776218204058357768,30298,16089,en,Twitter for iPhone,8784794
756,776201521193218049,9748,2545,en,Twitter for iPhone,8784794
757,776113305656188928,11919,4424,en,Twitter for iPhone,8784794
758,776088319444877312,1861,153,en,Twitter for iPhone,8784794
759,775898661951791106,0,16764,en,Twitter for iPhone,8784794
760,775842724423557120,11869,2694,en,Twitter for iPhone,8784794
761,775733305207554048,14033,4040,en,Twitter for iPhone,8784794
762,775729183532220416,13150,4658,en,Twitter for iPhone,8784794
763,775364825476165632,7483,3012,en,Twitter for iPhone,8784794
764,775350846108426240,10290,3957,en,Vine - Make a Scene,8784794
765,775085132600442880,15742,4804,en,Twitter for iPhone,8784794
766,774757898236878852,8706,1811,en,Twitter for iPhone,8784794
767,774639387460112384,6819,1755,en,Twitter for iPhone,8784794
768,774314403806253056,22028,5603,en,Twitter for iPhone,8784794
769,773985732834758656,10862,3924,en,Twitter for iPhone,8784794
770,773922284943896577,6471,1770,en,Twitter for iPhone,8784794
771,773704687002451968,6685,1649,en,Twitter for iPhone,8784794
772,773670353721753600,5407,1330,en,Twitter for iPhone,8784794
773,773547596996571136,22371,6257,en,Twitter for iPhone,8784794
774,773336787167145985,0,5153,en,Twitter for iPhone,8784794
775,773308824254029826,23584,7572,en,Twitter for iPhone,8784794
776,773247561583001600,9564,3287,en,Twitter for iPhone,8784795
777,773191612633579521,10099,4200,en,Twitter for iPhone,8784795
778,772877495989305348,8675,3932,en,Twitter Web Client,8784795
779,772826264096874500,8162,2380,en,Twitter for iPhone,8784795
780,772615324260794368,0,3425,en,Twitter for iPhone,8784795
781,772581559778025472,6574,1718,en,Twitter for iPhone,8784795
782,772193107915964416,6111,1410,en,Twitter for iPhone,8784795
783,772152991789019136,3839,1145,en,Twitter for iPhone,8784795
784,772117678702071809,3822,750,en,Twitter for iPhone,8784795
785,772114945936949249,2757,473,en,Twitter for iPhone,8784795
786,772102971039580160,4043,951,en,Twitter for iPhone,8784795
787,771908950375665664,6650,1929,en,Twitter for iPhone,8784795
788,771770456517009408,12141,3427,en,Twitter for iPhone,8784795
789,771500966810099713,8341,2639,en,Twitter for iPhone,8784795
790,771380798096281600,10601,5153,en,Twitter for iPhone,8784795
791,771171053431250945,0,7565,en,Twitter for iPhone,8784795
792,771136648247640064,9243,2967,en,Twitter for iPhone,8784795
793,771102124360998913,6303,1458,en,Twitter for iPhone,8784795
794,771014301343748096,6951,1678,en,Twitter for iPhone,8784795
795,770787852854652928,4976,1215,en,Twitter for iPhone,8784795
796,770772759874076672,5231,1430,en,Twitter for iPhone,8784795
797,770655142660169732,7410,1787,en,Twitter for iPhone,8784795
798,770414278348247044,6385,2125,en,Twitter for iPhone,8784794
799,770293558247038976,6301,1500,en,Twitter for iPhone,8784794
800,770093767776997377,0,3093,en,Twitter for iPhone,8784794
801,770069151037685760,7680,2322,en,Twitter for iPhone,8784794
802,769940425801170949,31686,9682,en,Twitter for iPhone,8784794
803,769695466921623552,6475,1696,en,Twitter for iPhone,8784794
804,769335591808995329,0,7814,en,Twitter for iPhone,8784794
805,769212283578875904,5450,1745,en,Twitter for iPhone,8784794
806,768970937022709760,14508,6589,en,Twitter Web Client,8784794
807,768909767477751808,0,2704,en,Twitter for iPhone,8784794
808,768855141948723200,4240,899,en,Twitter for iPhone,8784794
809,768609597686943744,4165,1217,en,Twitter for iPhone,8784794
810,768596291618299904,5087,1293,en,Twitter for iPhone,8784794
811,768554158521745409,0,5903,en,Twitter for iPhone,8784794
812,768473857036525572,13746,3475,en,Twitter for iPhone,8784794
813,768193404517830656,10968,3576,en,Twitter for iPhone,8784794
814,767884188863397888,4790,1397,en,Twitter for iPhone,8784794
815,767754930266464257,16151,5447,en,Twitter for iPhone,8784794
816,767500508068192258,7559,2365,en,Twitter for iPhone,8784794
817,767191397493538821,12400,3803,en,Twitter for iPhone,8784794
818,767122157629476866,10254,2889,en,Twitter for iPhone,8784794
819,766864461642756096,0,5692,en,Twitter for iPhone,8784794
820,766793450729734144,5113,1367,en,Twitter for iPhone,8784794
821,766714921925144576,2632,383,en,Twitter for iPhone,8784794
822,766693177336135680,4049,803,en,Twitter for iPhone,8784794
823,766423258543644672,6046,1606,en,Twitter for iPhone,8784794
824,766313316352462849,6852,1911,en,Twitter for iPhone,8784794
825,766078092750233600,0,2656,en,Twitter for iPhone,8784794
826,766069199026450432,4266,861,en,Twitter for iPhone,8784794
827,766008592277377025,3776,503,en,Twitter for iPhone,8784794
828,765719909049503744,7293,2169,en,Twitter for iPhone,8784794
829,765669560888528897,5227,1237,en,Twitter for iPhone,8784794
830,765395769549590528,26815,3412,en,Twitter for iPhone,8784794
831,765371061932261376,7118,2189,en,Twitter for iPhone,8784794
832,765222098633691136,11717,3425,en,Twitter for iPhone,8784794
833,764857477905154048,6503,1791,en,Twitter for iPhone,8784794
834,764259802650378240,6070,1516,en,Twitter for iPhone,8784794
835,763956972077010945,762,55,en,Twitter for iPhone,8784794
836,763837565564780549,12698,4195,en,Twitter for iPhone,8784794
837,763183847194451968,5425,1484,en,Twitter for iPhone,8784794
838,763167063695355904,0,3047,en,Twitter for iPhone,8784794
839,763103485927849985,7416,2312,en,Twitter for iPhone,8784794
840,762699858130116608,12230,3651,en,Twitter for iPhone,8784794
841,762471784394268675,11301,6469,en,Twitter for iPhone,8784794
842,762464539388485633,10370,4211,en,Twitter for iPhone,8784794
843,762316489655476224,4828,1131,en,Twitter for iPhone,8784794
844,762035686371364864,32114,15675,en,Twitter for iPhone,8784794
845,761976711479193600,5446,2026,en,Twitter for iPhone,8784794
846,761750502866649088,0,3958,en,Twitter for iPhone,8784794
847,761745352076779520,4303,871,en,Twitter for iPhone,8784794
848,761672994376806400,49837,29337,in,Twitter for iPhone,8784794
849,761599872357261312,4156,1197,en,Twitter for iPhone,8784794
850,761371037149827077,0,18201,en,Twitter for iPhone,8784794
851,761334018830917632,5224,1463,en,Twitter for iPhone,8784794
852,761292947749015552,4515,1092,en,Twitter for iPhone,8784794
853,761227390836215808,5354,1579,en,Twitter for iPhone,8784794
854,761004547850530816,11400,3501,en,Twitter for iPhone,8784794
855,760893934457552897,3843,986,en,Twitter for iPhone,8784794
856,760656994973933572,6621,1927,en,Twitter for iPhone,8784794
857,760641137271070720,5007,1310,en,Twitter for iPhone,8784794
858,760539183865880579,7612,3652,en,Twitter for iPhone,8784794
859,760521673607086080,4251,1394,en,Vine - Make a Scene,8784794
860,760290219849637889,26987,11583,en,Twitter Web Client,8784794
861,760252756032651264,3965,872,en,Twitter for iPhone,8784794
862,760190180481531904,5730,1818,en,Twitter for iPhone,8784794
863,760153949710192640,0,31,en,Twitter for iPhone,8784794
864,759943073749200896,5982,2091,en,Vine - Make a Scene,8784794
865,759923798737051648,14757,5693,en,Twitter for iPhone,8784794
866,759846353224826880,6776,1990,en,Twitter for iPhone,8784794
867,759793422261743616,5994,1929,en,Twitter for iPhone,8784794
868,759557299618865152,4726,1196,en,Twitter for iPhone,8784794
869,759447681597108224,8540,2469,en,Twitter for iPhone,8784794
870,759446261539934208,1684,494,en,Twitter for iPhone,8784794
871,759197388317847553,6110,1959,en,Twitter for iPhone,8784794
872,759159934323924993,0,1162,en,Twitter for iPhone,8784794
873,759099523532779520,14610,4198,en,Twitter for iPhone,8784794
874,759047813560868866,6535,2032,en,Twitter for iPhone,8784794
875,758854675097526272,3574,903,en,Twitter for iPhone,8784794
876,758828659922702336,11288,3861,en,Twitter for iPhone,8784794
877,758740312047005698,5773,1620,en,Twitter for iPhone,8784810
878,758474966123810816,3830,1008,en,Twitter for iPhone,8784810
879,758467244762497024,4820,2231,en,Twitter for iPhone,8784810
880,758405701903519748,5234,1922,en,Twitter for iPhone,8784810
881,758355060040593408,3424,1085,en,Twitter for iPhone,8784810
882,758099635764359168,19169,10059,en,Vine - Make a Scene,8784810
883,758041019896193024,2715,377,en,Twitter for iPhone,8784810
884,757741869644341248,6913,3270,en,Twitter for iPhone,8784810
885,757729163776290825,0,7991,en,Twitter for iPhone,8784810
886,757725642876129280,4568,1221,en,Twitter for iPhone,8784810
887,757611664640446465,4588,1114,en,Twitter for iPhone,8784810
888,757597904299253760,0,301,en,Twitter for iPhone,8784810
889,757596066325864448,4358,1067,en,Twitter for iPhone,8784810
890,757400162377592832,15238,6898,en,Twitter for iPhone,8784810
891,757393109802180609,5847,1747,en,Twitter for iPhone,8784810
892,757354760399941633,4538,1432,en,Twitter for iPhone,8784810
893,756998049151549440,6322,1999,en,Twitter for iPhone,8784810
894,756939218950160384,6682,2020,en,Twitter for iPhone,8784810
895,756651752796094464,5086,1311,en,Twitter for iPhone,8784810
896,756526248105566208,10461,3608,en,Twitter for iPhone,8784810
897,756303284449767430,3958,1100,en,Twitter for iPhone,8784810
898,756288534030475264,44173,17826,en,Twitter for iPhone,8784810
899,756275833623502848,6442,1541,en,Twitter for iPhone,8784810
900,755955933503782912,7360,2899,en,Twitter for iPhone,8784810
901,755206590534418437,16520,5394,en,Twitter for iPhone,8784810
902,755110668769038337,21300,11154,en,Twitter for iPhone,8784810
